Date,Close,Open,High,Low,Returns,Amplitude,Week,Year,Month,Weekday,Day,Pre_1_Week_Mean,Pre_2_Week_Mean,Pre_4_Week_Mean,Next_1_Week_Mean,Next_2_Week_Mean,Next_4_Week_Mean,Close_MA5,Close_MA10,Close_MA50,Close_MA100,Close_EMA12,Close_EMA26,Close_MACD_12-26,Next_1_Week_Mean_Diff,Next_2_Week_Mean_Diff,Next_4_Week_Mean_Diff,Next_1_Week_Mean_Returns,Next_2_Week_Mean_Returns,Next_4_Week_Mean_Returns,Next_1_Week_Mean_Diff_Label,Next_2_Week_Mean_Diff_Label,Next_4_Week_Mean_Diff_Label,Next_1_Week_Mean_Diff_Label2,Next_2_Week_Mean_Diff_Label2,Next_4_Week_Mean_Diff_Label2,Next_1_Week_Mean_Returns_Label,Next_2_Week_Mean_Returns_Label,Next_4_Week_Mean_Returns_Label,Next_1_Week_Mean_Returns_Label2,Next_2_Week_Mean_Returns_Label2,Next_4_Week_Mean_Returns_Label2,Close_1_Week_Mean,is_First_or_Last_1_WeekDay,Close_1_Week_Mean_Diff,Close_1_Week_Mean_Returns,Close_1_Week_Mean_Diff_Label2,Close_1_Week_Mean_Diff_Label3,Week//2,Close_2_Week_Mean,is_First_or_Last_2_WeekDay,Close_2_Week_Mean_Diff,Close_2_Week_Mean_Returns,Close_2_Week_Mean_Diff_Label2,Close_2_Week_Mean_Diff_Label3,Close_1_Month_Mean,is_First_or_Last_1_MonthDay,Close_1_Month_Mean_Diff,Close_1_Month_Mean_Returns,Close_1_Month_Mean_Returns_Label2,Close_1_Month_Mean_Diff_Label2,Close_1_Month_Mean_Diff_Label3
2010-12-07,4737,4719,4744,4705,0.009375665885361177,-0.19,49,2010,12,1,7,4670.4,4661.4,4675.8,4728.6,4745.3,4762.15,4685.8,4671.9,4544.36,4411.44,4674.5536080091215,4636.868061539717,37.68554646940447,58.20000000000073,83.90000000000055,86.34999999999945,0.012461459403905605,0.017998884455313974,0.018467428033705345,2,2,2,1,1,1,1,1,1,1,1,1,4725.6,0,0.0,0.0,1,1,24,4697.1,0,0.0,0.0,1,1,4745.95652173913,0,0.0,0.0,1,1,1
2010-12-08,4723,4760,4771,4710,-0.002955457040320878,0.87,49,2010,12,2,8,4685.8,4671.9,4676.15,4727.2,4752.6,4766.8,4698.6,4681.2,4550.44,4418.82,4682.006899084641,4643.248205129367,38.758693955273884,41.399999999999636,80.70000000000073,90.65000000000055,0.00883520423406881,0.017273486161947117,0.01938560567988635,2,2,2,1,1,1,1,1,1,1,1,1,4725.6,0,0.0,0.0,1,1,24,4697.1,0,0.0,0.0,1,1,4745.95652173913,0,0.0,0.0,1,1,1
2010-12-09,4740,4712,4758,4711,0.0035994071564683463,-1.01,49,2010,12,3,9,4698.6,4681.2,4676.3,4736.6,4761.4,4770.65,4720.2,4693.7,4557.84,4426.89,4690.928914610081,4650.415004749414,40.5139098606669,38.0,80.19999999999982,94.34999999999945,0.008087515430128122,0.017132359224130526,0.020176207685563254,2,2,2,1,1,1,1,1,1,1,1,1,4725.6,0,0.0,0.0,1,1,24,4697.1,0,0.0,0.0,1,1,4745.95652173913,0,0.0,0.0,1,1,1
2010-12-10,4735,4715,4743,4712,-0.0010548523206751054,0.06,49,2010,12,4,10,4720.2,4693.7,4671.2,4744.2,4770.4,4773.95,4725.6,4697.1,4565.14,4434.74,4697.709081593146,4656.680559953161,41.02852163998523,24.0,76.69999999999982,102.75,0.005084530316512012,0.01634105290069664,0.021996489124850145,2,2,2,1,1,1,1,1,1,1,1,1,4725.6,1,0.0,0.0,1,1,24,4697.1,1,0.0,0.0,1,1,4745.95652173913,0,0.0,0.0,1,1,1
2010-12-13,4708,4727,4732,4693,-0.005702217529039071,0.25,50,2010,12,0,13,4725.6,4697.1,4668.7,4750.2,4776.7,4777.2,4728.6,4699.5,4571.9,4442.43,4699.292299809585,4660.481999956631,38.810299852953904,24.599999999999454,79.59999999999945,108.5,0.005205688166581905,0.01694662664197046,0.02323987405487609,2,2,2,1,1,1,1,1,1,1,1,1,4750.2,-1,24.599999999999454,0.005205688166581905,1,2,25,4776.7,-1,79.59999999999945,0.01694662664197046,1,2,4745.95652173913,0,0.0,0.0,1,1,1
2010-12-14,4730,4779,4789,4728,0.004672897196261682,1.1,50,2010,12,1,14,4728.6,4699.5,4664.35,4762.0,4783.5,4781.85,4727.2,4706.5,4579.76,4449.01,4704.016561377341,4665.6314814413245,38.385079936016155,33.399999999999636,84.0,117.5,0.007063401429598535,0.01787424194063198,0.025191076998938758,2,2,2,1,1,1,1,1,1,1,1,1,4750.2,0,0.0,0.0,1,1,25,4776.7,0,0.0,0.0,1,1,4745.95652173913,0,0.0,0.0,1,1,1
2010-12-15,4770,4782,4791,4760,0.008456659619450317,0.06,50,2010,12,2,15,4727.2,4706.5,4671.35,4778.0,4784.1,4787.05,4736.6,4717.6,4590.16,4456.15,4714.16785962698,4673.362482816041,40.80537681093938,50.80000000000018,77.60000000000036,115.69999999999982,0.01074631917414118,0.016487835971528815,0.024768000685026773,2,2,2,1,1,1,1,1,1,1,1,1,4750.2,0,0.0,0.0,1,1,25,4776.7,0,0.0,0.0,1,1,4745.95652173913,0,0.0,0.0,1,1,1
2010-12-16,4778,4772,4814,4751,0.0016771488469601676,-0.21,50,2010,12,3,16,4736.6,4717.6,4675.95,4786.2,4780.9,4791.55,4744.2,4732.2,4600.8,4463.22,4723.9881889151375,4681.113410014853,42.87477890028458,49.599999999999454,63.29999999999927,115.60000000000036,0.010471646328590012,0.01341783957944702,0.024722248954757935,2,2,2,1,1,1,1,1,1,1,1,1,4750.2,0,0.0,0.0,1,1,25,4776.7,0,0.0,0.0,1,1,4745.95652173913,0,0.0,0.0,1,1,1
2010-12-17,4765,4767,4787,4757,-0.0027208036835496023,-0.1,50,2010,12,4,17,4744.2,4732.2,4688.4,4796.6,4777.8,4795.65,4750.2,4737.9,4611.68,4470.29,4730.297698312808,4687.327231495235,42.97046681757365,52.400000000000546,45.600000000000364,107.25,0.011045065553728878,0.009636110054520173,0.022875607883286412,2,2,2,1,1,1,1,1,1,1,1,1,4750.2,1,0.0,0.0,1,1,25,4776.7,0,0.0,0.0,1,1,4745.95652173913,0,0.0,0.0,1,1,1
2010-12-20,4767,4791,4794,4767,0.0004197271773347324,0.5,51,2010,12,0,20,4750.2,4737.9,4697.2,4803.2,4777.9,4800.7,4762.0,4745.3,4621.78,4476.64,4735.944206264684,4693.228918051143,42.71528821354059,53.0,40.0,103.5,0.0111574249505284,0.008442558939614597,0.022034403474410286,2,2,2,1,1,1,1,1,1,1,1,1,4803.2,-1,53.0,0.0111574249505284,1,2,25,4776.7,0,0.0,0.0,1,1,4745.95652173913,0,0.0,0.0,1,1,1
2010-12-21,4810,4801,4827,4770,0.009020348227396686,0.21,51,2010,12,1,21,4762.0,4745.3,4703.35,4805.0,4779.0,4807.6,4778.0,4752.6,4627.84,4482.84,4747.3374053008865,4701.878627825133,45.45877747575378,43.0,33.69999999999982,104.25,0.009029819403611928,0.007101763850546818,0.022165052568913646,2,2,2,1,1,1,1,1,1,1,1,1,4803.2,0,0.0,0.0,1,1,25,4776.7,0,0.0,0.0,1,1,4745.95652173913,0,0.0,0.0,1,1,1
2010-12-22,4811,4822,4832,4803,0.0002079002079002079,0.44,51,2010,12,2,22,4778.0,4752.6,4712.25,4790.2,4781.0,4812.9,4786.2,4761.4,4633.76,4489.12,4757.131650639212,4709.961692430678,47.1699582085339,12.199999999999818,28.399999999999636,100.64999999999964,0.0025533696107157425,0.005975676471825871,0.021359223300970797,2,2,2,1,1,1,1,1,1,1,1,1,4803.2,0,0.0,0.0,1,1,25,4776.7,0,0.0,0.0,1,1,4745.95652173913,0,0.0,0.0,1,1,1
2010-12-23,4830,4794,4831,4783,0.003949282893369362,-0.58,51,2010,12,3,23,4786.2,4761.4,4721.3,4775.6,4779.9,4818.5,4796.6,4770.4,4640.18,4495.52,4768.342165925487,4718.853418917295,49.48874700819215,-10.599999999999454,18.5,97.19999999999982,-0.0022147005975511795,0.003885411853656488,0.020587550039184083,0,2,2,0,1,1,1,1,1,0,1,1,4803.2,0,0.0,0.0,1,1,25,4776.7,0,0.0,0.0,1,1,4745.95652173913,0,0.0,0.0,1,1,1
2010-12-24,4798,4774,4799,4763,-0.006625258799171843,-0.42,51,2010,12,4,24,4796.6,4770.4,4732.05,4759.0,4777.5,4823.05,4803.2,4776.7,4645.8,4501.28,4772.904909629258,4724.716128627126,48.1887810021326,-37.600000000000364,7.100000000000364,91.0,-0.007838885877496635,0.0014883447928895615,0.019230566033748585,0,2,2,0,1,1,1,1,1,0,1,1,4803.2,1,0.0,0.0,1,1,25,4776.7,1,0.0,0.0,1,1,4745.95652173913,0,0.0,0.0,1,1,1
2010-12-27,4776,4762,4784,4743,-0.004585243851604835,-0.25,52,2010,12,0,27,4803.2,4776.7,4736.9,4752.6,4777.7,4828.25,4805.0,4783.5,4652.0,4506.89,4773.381077378604,4728.514933914005,44.86614346459828,-50.599999999999454,1.0,91.35000000000036,-0.010534643570952585,0.00020934955094521323,0.019284764297325334,0,1,2,0,1,1,1,1,1,0,1,1,4752.6,-1,-50.599999999999454,-0.010534643570952585,0,0,26,4709.666666666667,0,-67.03333333333285,-0.014033398231694026,0,0,4745.95652173913,0,0.0,0.0,1,1,1
2010-12-28,4736,4734,4770,4720,-0.008375209380234505,-0.59,52,2010,12,1,28,4805.0,4783.5,4741.5,4753.0,4780.2,4842.65,4790.2,4784.1,4657.16,4512.71,4767.63014239728,4729.069383253709,38.56075914357098,-52.0,-3.300000000000182,101.14999999999964,-0.010822060353798128,-0.0006898714330511512,0.021332911525888357,0,0,2,0,0,1,1,1,1,0,0,1,4752.6,0,0.0,0.0,1,1,26,4709.666666666667,0,0.0,0.0,1,1,4745.95652173913,0,0.0,0.0,1,1,1
2010-12-29,4738,4744,4755,4737,0.0004222972972972973,0.21,52,2010,12,2,29,4790.2,4784.1,4745.3,4771.8,4790.0,4859.05,4775.6,4780.9,4660.92,4517.91,4763.071658951545,4729.730910420101,33.34074853144375,-18.399999999999636,5.899999999999636,113.75,-0.003841175733789745,0.001233251813298141,0.023971087181000147,0,2,2,0,1,1,1,1,1,0,1,1,4752.6,0,0.0,0.0,1,1,26,4709.666666666667,0,0.0,0.0,1,1,4745.95652173913,0,0.0,0.0,1,1,1
2010-12-30,4747,4770,4778,4721,0.0018995356690586745,0.55,52,2010,12,3,30,4775.6,4780.9,4749.25,4784.2,4802.2,4875.2,4759.0,4777.8,4667.66,4523.19,4760.599096035922,4731.010102240834,29.588993795087845,8.599999999999454,21.300000000000182,125.94999999999982,0.0018008208392661558,0.00445522809512857,0.026519976838448138,2,2,2,1,1,1,1,1,1,1,1,1,4752.6,0,0.0,0.0,1,1,26,4709.666666666667,0,0.0,0.0,1,1,4745.95652173913,0,0.0,0.0,1,1,1
2010-12-31,4766,4791,4792,4752,0.004002527912365704,0.44,52,2010,12,4,31,4759.0,4777.8,4755.0,4796.0,4813.5,4890.8,4752.6,4777.9,4674.22,4527.75,4761.430004338088,4733.601946519291,27.82805781879688,37.0,35.69999999999982,135.80000000000018,0.007774742592981719,0.007472058269496383,0.028559411146161975,2,2,2,1,1,1,1,1,1,1,1,1,4752.6,1,0.0,0.0,1,1,26,4709.666666666667,1,0.0,0.0,1,1,4745.95652173913,1,0.0,0.0,1,1,1
2011-01-03,4778,4812,4814,4778,0.002517834662190516,0.44,1,2011,1,0,3,4752.6,4777.9,4757.9,4802.8,4823.5,4903.75,4753.0,4779.0,4681.38,4532.12,4763.97923443992,4736.890691221566,27.08854321835406,50.19999999999982,45.600000000000364,145.85000000000036,0.010562639397382447,0.009543941899160796,0.03065428024969007,2,2,2,1,1,1,1,1,1,1,1,1,4803.5,-1,50.899999999999636,0.010709927197744315,1,2,0,4803.5,-1,93.83333333333303,0.019923561469318358,1,2,4903.75,-1,157.79347826086996,0.033247982264078435,1,1,2
2011-01-05,4830,4822,4843,4805,0.010883214734198409,0.21,1,2011,1,2,5,4753.0,4779.0,4762.15,4807.4,4836.2,4917.4,4771.8,4781.0,4689.38,4537.46,4774.136275295317,4743.787677057006,30.34859823831175,54.399999999999636,57.19999999999982,155.25,0.011445402903429337,0.011969031178070688,0.03260082105771553,2,2,2,1,1,1,1,1,1,1,1,1,4803.5,0,0.0,0.0,1,1,0,4803.5,0,0.0,0.0,1,1,4903.75,0,0.0,0.0,1,1,1
2011-01-06,4800,4793,4817,4789,-0.006211180124223602,-0.6,1,2011,1,3,6,4771.8,4781.0,4766.8,4808.2,4844.8,4931.65,4784.2,4779.9,4695.0,4542.16,4778.1153098652685,4747.951552830561,30.163757034707487,36.399999999999636,63.80000000000018,164.84999999999945,0.0076281487069868046,0.013344488600711185,0.03458294872870677,2,2,2,1,1,1,1,1,1,1,1,1,4803.5,0,0.0,0.0,1,1,0,4803.5,0,0.0,0.0,1,1,4903.75,0,0.0,0.0,1,1,1
2011-01-07,4806,4809,4825,4802,0.00125,0.33,1,2011,1,4,7,4784.2,4779.9,4770.65,4820.2,4857.1,4947.85,4796.0,4777.5,4701.24,4547.31,4782.405262193689,4752.251437806075,30.153824387613895,36.0,77.20000000000073,177.20000000000073,0.007524769031395009,0.016150965501370476,0.03714378543804319,2,2,2,1,1,1,1,1,1,1,1,1,4803.5,1,0.0,0.0,1,1,0,4803.5,1,0.0,0.0,1,1,4903.75,0,0.0,0.0,1,1,1
2011-01-10,4800,4793,4828,4777,-0.0012484394506866417,-0.33,2,2011,1,0,10,4796.0,4777.5,4773.95,4831.0,4868.6,4963.55,4802.8,4777.7,4707.26,4552.11,4785.112144933121,4755.788368338958,29.323776594163064,35.0,91.10000000000036,189.60000000000036,0.007297748123436197,0.019068550497122003,0.039715539542726754,2,2,2,1,1,1,1,1,1,1,1,1,4831.0,-1,27.5,0.005724992193192464,1,2,1,4868.6,-1,65.10000000000036,0.013552617882793872,1,2,4903.75,0,0.0,0.0,1,1,1
2011-01-11,4801,4834,4851,4801,0.00020833333333333335,0.86,2,2011,1,1,11,4802.8,4777.7,4777.2,4844.2,4878.8,4983.05,4807.4,4780.2,4713.28,4556.34,4787.556430328026,4759.137378091628,28.419052236397874,41.399999999999636,101.10000000000036,205.85000000000036,0.008619971683184733,0.02116080959457487,0.043090094616093186,2,2,2,1,1,1,1,1,1,1,1,1,4831.0,0,0.0,0.0,1,1,1,4868.6,0,0.0,0.0,1,1,4903.75,0,0.0,0.0,1,1,1
2011-01-12,4834,4843,4844,4828,0.006873568006665278,0.19,2,2011,1,2,12,4807.4,4780.2,4781.85,4865.0,4905.1,5002.0,4808.2,4790.0,4719.56,4561.17,4794.701594892945,4764.682757492248,30.01883740069661,57.600000000000364,124.90000000000055,220.14999999999964,0.011981528476931473,0.026128613865528755,0.04603866704308994,2,2,2,1,1,1,1,1,1,1,1,1,4831.0,0,0.0,0.0,1,1,1,4868.6,0,0.0,0.0,1,1,4903.75,0,0.0,0.0,1,1,1
2011-01-13,4860,4847,4866,4833,0.005378568473314025,0.08,2,2011,1,3,13,4808.2,4790.0,4787.05,4881.4,4928.1,5018.4,4820.2,4802.2,4725.6,4566.35,4804.747503370953,4771.743293974304,33.00420939664946,73.19999999999982,138.10000000000036,231.34999999999945,0.015223992346408182,0.028830897703549137,0.04832830239918101,2,2,2,1,1,1,1,1,1,1,1,1,4831.0,0,0.0,0.0,1,1,1,4868.6,0,0.0,0.0,1,1,4903.75,0,0.0,0.0,1,1,1
2011-01-14,4860,4861,4865,4843,0.0,0.29,2,2011,1,4,14,4820.2,4802.2,4791.55,4894.0,4948.2,5032.4,4831.0,4813.5,4731.5,4571.75,4813.24788746773,4778.280827753985,34.967059713744675,73.80000000000018,146.0,240.84999999999945,0.015310568026223017,0.030402732081129483,0.050265571683484354,2,2,2,1,1,1,1,1,1,1,1,1,4831.0,1,0.0,0.0,1,1,1,4868.6,0,0.0,0.0,1,1,4903.75,0,0.0,0.0,1,1,1
2011-01-17,4866,4903,4918,4852,0.0012345679012345679,0.86,3,2011,1,0,17,4831.0,4813.5,4795.65,4906.2,4968.1,5044.65,4844.2,4823.5,4737.32,4577.16,4821.363597088079,4784.778544216653,36.58505287142543,75.19999999999982,154.60000000000036,249.0,0.015566135375698575,0.03211800145424335,0.051922054361765356,2,2,2,1,1,1,1,1,1,1,1,1,4906.2,-1,75.19999999999982,0.015566135375698575,1,2,1,4868.6,0,0.0,0.0,1,1,4903.75,0,0.0,0.0,1,1,1
2011-01-18,4905,4919,4933,4898,0.008014796547472256,0.33,3,2011,1,1,18,4844.2,4823.5,4800.7,4913.4,4984.0,5053.25,4865.0,4836.2,4742.42,4582.51,4834.230735997605,4793.6838372376415,40.54689875996337,69.19999999999982,160.5,252.55000000000018,0.014285124478758066,0.033274593137763035,0.05260691149207411,2,2,2,1,1,1,1,1,1,1,1,1,4906.2,0,0.0,0.0,1,1,1,4868.6,0,0.0,0.0,1,1,4903.75,0,0.0,0.0,1,1,1
2011-01-19,4916,4913,4929,4887,0.002242609582059123,-0.12,3,2011,1,2,19,4865.0,4836.2,4807.6,4945.2,4998.6,5057.5,4881.4,4844.8,4746.14,4587.8,4846.810622767204,4802.744293738557,44.06632902864749,80.19999999999982,162.40000000000055,249.89999999999964,0.016485097636176737,0.03358008353666113,0.0519801980198019,2,2,2,1,1,1,1,1,1,1,1,1,4906.2,0,0.0,0.0,1,1,1,4868.6,0,0.0,0.0,1,1,4903.75,0,0.0,0.0,1,1,1
2011-01-20,4923,4931,4941,4911,0.0014239218877135883,0.37,3,2011,1,3,20,4881.4,4844.8,4812.9,4974.8,5018.5,5063.2,4894.0,4857.1,4750.2,4593.38,4858.532065418403,4811.652123831997,46.87994158640595,93.40000000000055,173.69999999999982,250.30000000000018,0.019133855041586545,0.03585287318361951,0.0520060670281951,2,2,2,1,1,1,1,1,1,1,1,1,4906.2,0,0.0,0.0,1,1,1,4868.6,0,0.0,0.0,1,1,4903.75,0,0.0,0.0,1,1,1
2011-01-21,4921,4918,4931,4913,-0.0004062563477554337,-0.26,3,2011,1,4,21,4894.0,4857.1,4818.5,5002.4,5038.6,5064.9,4906.2,4868.6,4751.78,4599.08,4868.142516892495,4819.751966511109,48.390550381386674,108.39999999999964,181.5,246.39999999999964,0.022149570903146634,0.03736797677626567,0.05113624571962221,2,2,2,1,1,1,1,2,1,1,1,1,4906.2,1,0.0,0.0,1,1,1,4868.6,1,0.0,0.0,1,1,4903.75,0,0.0,0.0,1,1,1
2011-01-24,4902,4950,4956,4897,-0.003861003861003861,0.65,4,2011,1,0,24,4906.2,4868.6,4823.05,5030.0,5058.5,5066.6,4913.4,4878.8,4754.12,4604.94,4873.351360447496,4825.844413436212,47.506947011283955,123.80000000000018,189.89999999999964,243.55000000000018,0.025233378174554684,0.03900505278724882,0.05049709208903084,2,2,2,1,1,1,1,2,1,1,1,1,5030.0,-1,123.80000000000018,0.025233378174554684,1,2,2,5042.625,-1,174.02499999999964,0.03574436182886243,1,2,4903.75,0,0.0,0.0,1,1,1
2011-01-25,5064,5070,5081,5055,0.033047735618115054,2.42,4,2011,1,1,25,4913.4,4878.8,4828.25,5054.6,5087.3,5066.75,4945.2,4905.1,4759.5,4613.09,4902.68192037865,4843.485567996492,59.196352382157784,141.20000000000073,208.5,238.5,0.02873773761550062,0.042735918668525046,0.04939677937140786,2,2,2,1,1,1,2,2,1,1,1,1,5030.0,0,0.0,0.0,1,1,2,5042.625,0,0.0,0.0,1,1,4903.75,0,0.0,0.0,1,1,1
2011-01-26,5064,5072,5083,5058,0.0,0.04,4,2011,1,2,26,4945.2,4905.1,4842.65,5052.0,5098.9,5057.65,4974.8,4928.1,4768.98,4621.54,4927.500086474242,4859.819970367123,67.68011610711983,106.80000000000018,193.79999999999927,215.0,0.021596699830138354,0.039509897861409404,0.044397179230380064,2,2,2,1,1,1,1,2,1,1,1,1,5030.0,0,0.0,0.0,1,1,2,5042.625,0,0.0,0.0,1,1,4903.75,0,0.0,0.0,1,1,1
2011-01-27,5061,5054,5067,5025,-0.0005924170616113745,-0.35,4,2011,1,3,27,4974.8,4928.1,4859.05,5062.2,5108.7,5050.0,5002.4,4948.2,4776.64,4629.75,4948.038534708975,4874.722194784372,73.3163399246032,87.39999999999964,180.59999999999945,190.94999999999982,0.017568545469164514,0.03664698362452049,0.03929780512651646,2,2,2,1,1,1,1,1,1,1,1,1,5030.0,0,0.0,0.0,1,1,2,5042.625,0,0.0,0.0,1,1,4903.75,0,0.0,0.0,1,1,1
2011-01-28,5059,5035,5063,4998,-0.00039517881841533294,-0.38,4,2011,1,4,28,5002.4,4948.2,4875.2,5074.8,5116.6,5038.35,5030.0,4968.1,4787.24,4637.71,4965.109529369132,4888.372402578122,76.73712679101027,72.40000000000055,168.40000000000055,163.15000000000055,0.014473052934591507,0.03403257750293047,0.03346529373153933,2,2,2,1,1,1,1,1,1,1,1,1,5030.0,1,0.0,0.0,1,1,2,5042.625,0,0.0,0.0,1,1,4903.75,0,0.0,0.0,1,1,1
2011-01-31,5025,5041,5048,5024,-0.006720695789681755,0.12,5,2011,1,0,31,5030.0,4968.1,4890.8,5087.0,5121.2,5027.65,5054.6,4984.0,4795.96,4645.01,4974.323447927727,4898.492965350112,75.83048257761493,57.0,153.09999999999945,136.84999999999945,0.011332007952286283,0.03081660997161882,0.02798110738529473,2,2,2,1,1,1,1,1,1,1,1,1,5063.666666666667,-1,33.66666666666697,0.006693174287607747,1,2,2,5042.625,0,0.0,0.0,1,1,4903.75,1,0.0,0.0,1,1,1
2011-02-01,5051,5100,5113,5046,0.005174129353233831,1.17,5,2011,2,1,1,5054.6,4984.0,4903.75,5120.0,5122.5,5017.4,5052.0,4998.6,4804.1,4652.42,4986.119840554231,4909.789782731586,76.33005782264536,65.39999999999964,138.5,113.64999999999964,0.012938709294503943,0.02778892455858748,0.023176140708641272,2,2,2,1,1,1,1,1,1,1,1,1,5063.666666666667,0,0.0,0.0,1,1,2,5042.625,0,0.0,0.0,1,1,5070.8,-1,167.05000000000018,0.03406576599541171,1,1,2
2011-02-02,5115,5124,5124,5086,0.012670758265689962,0.47,5,2011,2,2,2,5052.0,4998.6,4917.4,5145.8,5116.4,5005.75,5062.2,5018.5,4813.76,4660.29,5005.947557392042,4924.990539566284,80.95701782575816,93.80000000000018,117.79999999999927,88.35000000000036,0.018566904196357915,0.023566598647621187,0.01796681172977597,2,2,2,1,1,1,1,1,1,1,1,1,5063.666666666667,1,0.0,0.0,1,1,2,5042.625,1,0.0,0.0,1,1,5070.8,0,0.0,0.0,1,1,1
2011-02-10,5124,5124,5150,5104,0.0017595307917888563,0.0,6,2011,2,3,10,5062.2,5018.5,4931.65,5155.2,5107.9,4990.1,5074.8,5038.6,4823.64,4667.73,5024.10947163942,4939.731981079893,84.37749055952736,93.0,89.39999999999964,58.45000000000073,0.01837145904942515,0.017814087874862935,0.011852017073393435,2,2,2,1,1,1,1,1,1,1,1,1,5122.0,-1,58.33333333333303,0.011519978934895602,1,2,3,5145.857142857143,-1,103.23214285714312,0.0204719055763899,1,2,5070.8,0,0.0,0.0,1,1,1
2011-02-11,5120,5188,5199,5120,-0.00078064012490242,1.25,6,2011,2,4,11,5074.8,5038.6,4947.85,5158.4,5091.2,4972.45,5087.0,5058.5,4833.74,4674.93,5038.861860617971,4953.085167666567,85.77669295140367,83.59999999999945,52.599999999999454,24.599999999999454,0.016473555608102673,0.01043940777200005,0.004971856462908021,2,2,2,1,1,1,1,1,1,1,1,1,5122.0,1,0.0,0.0,1,1,3,5145.857142857143,0,0.0,0.0,1,1,5070.8,0,0.0,0.0,1,1,1
2011-02-14,5190,5167,5230,5163,0.013671875,-0.4,7,2011,2,0,14,5087.0,5058.5,4963.55,5155.4,5074.7,4954.0,5120.0,5087.3,4843.52,4682.12,5062.1138820613605,4970.634414506081,91.47946755527937,68.39999999999964,16.199999999999818,-9.550000000000182,0.013446038922744178,0.0032025303943856516,-0.0019240261506381887,2,2,0,1,1,0,1,1,1,1,1,0,5155.4,-1,33.399999999999636,0.006520890277235384,1,2,3,5145.857142857143,0,0.0,0.0,1,1,5070.8,0,0.0,0.0,1,1,1
2011-02-15,5180,5153,5182,5145,-0.0019267822736030828,-0.27,7,2011,2,1,15,5120.0,5087.3,4983.05,5125.0,5046.2,4928.1,5145.8,5098.9,4853.44,4688.08,5080.250207898075,4986.14297639452,94.10723150355534,5.0,-41.100000000000364,-54.94999999999982,0.0009765625,-0.008078941678297006,-0.011027382827786158,2,0,0,1,0,0,1,1,1,1,0,0,5155.4,0,0.0,0.0,1,1,3,5145.857142857143,0,0.0,0.0,1,1,5070.8,0,0.0,0.0,1,1,1
2011-02-16,5162,5157,5196,5153,-0.0034749034749034747,0.08,7,2011,2,2,16,5145.8,5098.9,5002.0,5087.0,5016.4,4902.1,5155.2,5108.7,4863.48,4694.02,5092.827098990679,4999.169422587518,93.65767640316062,-58.80000000000018,-82.5,-99.89999999999964,-0.011426794667495856,-0.016179960383612153,-0.019972011195521718,0,0,0,0,0,0,1,1,1,0,0,0,5155.4,0,0.0,0.0,1,1,3,5145.857142857143,0,0.0,0.0,1,1,5070.8,0,0.0,0.0,1,1,1
2011-02-17,5140,5102,5140,5078,-0.004261913986826811,-1.07,7,2011,2,3,17,5155.2,5108.7,5018.4,5060.6,4991.3,4880.65,5158.4,5116.6,4873.1,4699.92,5100.084468376728,5009.601317210665,90.48315116606318,-94.59999999999945,-117.39999999999964,-137.75,-0.018350403476101694,-0.022980405974122504,-0.027448987725171372,0,0,0,0,0,0,1,1,1,0,0,0,5155.4,0,0.0,0.0,1,1,3,5145.857142857143,0,0.0,0.0,1,1,5070.8,0,0.0,0.0,1,1,1
2011-02-18,5105,5018,5118,5007,-0.006809338521400778,-1.65,7,2011,2,4,18,5158.4,5116.6,5032.4,5024.0,4960.1,4862.15,5155.4,5121.2,4882.56,4706.52,5100.840704011077,5016.667886306172,84.17281770490536,-134.39999999999964,-156.5,-170.25,-0.026054590570719533,-0.03058671774225071,-0.0338307765678404,0,0,0,0,0,0,0,0,1,0,0,0,5155.4,1,0.0,0.0,1,1,3,5145.857142857143,1,0.0,0.0,1,1,5070.8,0,0.0,0.0,1,1,1
2011-02-21,5038,4985,5046,4985,-0.013124387855044075,-0.66,8,2011,2,0,21,5155.4,5121.2,5044.65,4994.0,4934.1,4847.15,5125.0,5122.5,4889.16,4711.61,5091.172903393988,5018.248042876085,72.92486051790365,-161.39999999999964,-187.09999999999945,-197.5,-0.031306979089886264,-0.03653440599859398,-0.03915038704369976,0,0,0,0,0,0,0,0,1,0,0,0,4994.0,-1,-161.39999999999964,-0.031306979089886264,0,0,4,4934.1,-1,-211.75714285714275,-0.0411509952527692,0,0,5070.8,0,0.0,0.0,1,1,1
2011-02-22,4990,5026,5041,4970,-0.009527590313616514,0.82,8,2011,2,1,22,5125.0,5122.5,5053.25,4967.4,4912.3,4837.05,5087.0,5116.4,4895.1,4716.68,5075.607841333374,5016.155595255634,59.45224607774071,-157.60000000000036,-210.19999999999982,-216.19999999999982,-0.030751219512195192,-0.041034651049292305,-0.042784346707564404,0,0,0,0,0,0,0,0,1,0,0,0,4994.0,0,0.0,0.0,1,1,4,4934.1,0,0.0,0.0,1,1,5070.8,0,0.0,0.0,1,1,1
2011-02-23,5030,5000,5064,4950,0.008016032064128256,-0.52,8,2011,2,2,23,5087.0,5116.4,5057.5,4945.8,4895.1,4825.2,5060.6,5107.9,4900.96,4722.66,5068.591250359009,5017.181106718179,51.41014364083003,-141.19999999999982,-221.29999999999927,-232.30000000000018,-0.02775702771771178,-0.043253068563833805,-0.045931784478497314,0,0,0,0,0,0,0,0,0,0,0,0,4994.0,0,0.0,0.0,1,1,4,4934.1,0,0.0,0.0,1,1,5070.8,0,0.0,0.0,1,1,1
