Date,Close,Open,High,Low,Date,Year,Month,Week,Weekday,Day,Returns,Pre_1_Week_Mean,Next_1_Week_Mean,Next_1_Week_Mean_Diff,Next_1_Week_Mean_Returns,Next_1_Week_Mean_Returns_Label2,Pre_2_Week_Mean,Next_2_Week_Mean,Next_2_Week_Mean_Diff,Next_2_Week_Mean_Returns,Next_2_Week_Mean_Returns_Label2,Pre_4_Week_Mean,Next_4_Week_Mean,Next_4_Week_Mean_Diff,Next_4_Week_Mean_Returns,Next_4_Week_Mean_Returns_Label2
2009-04-21,0.44414715719063547,0.4393839383938394,0.4393342093736312,0.45569040531257154,2009-04-21,2009,4,17,1,21,0.013224821973550363,0.42657748049052396,0.4304124860646599,0.0038350055741359634,0.008990173531256427,1,0.41819397993311036,0.4266220735785953,0.008428093645484913,0.020153550863723523,1,,0.4350167224080267,,,1
2009-04-22,0.43522853957636565,0.4176017601760176,0.4266316250547525,0.4277536065949164,2009-04-22,2009,4,17,2,22,-0.02008032128514063,0.43259754738015604,0.4255072463768116,-0.007090301003344457,-0.016390062880115398,0,0.4212931995540691,0.4269788182831661,0.005685618729097008,0.013495633765546486,1,,0.4351282051282051,,,1
2009-04-23,0.4285395763656633,0.41804180418041803,0.4213753832676303,0.43279138997023126,2009-04-23,2009,4,17,3,23,-0.015368852459016384,0.4372798216276477,0.4217614269788183,-0.015518394648829426,-0.03548847644299407,0,0.42508361204013384,0.4269342251950947,0.0018506131549608784,0.004353527406241562,1,,0.4355295429208472,,,1
2009-04-24,0.4238573021181717,0.4151815181518152,0.41371003066141043,0.4282115869017632,2009-04-24,2009,4,17,4,24,-0.010926118626430769,0.43638795986622075,0.41984392419175026,-0.016544035674470492,-0.037911301859799795,0,0.42664437012263096,0.4286733556298774,0.00202898550724645,0.004755683302848357,1,,0.4363099219620959,,,1
2009-04-27,0.42028985507246375,0.41254125412541254,0.4117389399912396,0.43027249828257386,2009-04-27,2009,4,18,0,27,-0.008416622830089482,0.4340245261984393,0.4201560758082497,-0.01386845039018958,-0.03195314908044809,0,0.42782608695652175,0.4302341137123745,0.002408026755852777,0.0056285178236396205,1,,0.4373132664437013,,,1
2009-04-28,0.41962095875139355,0.4121012101210121,0.41130091984231276,0.42912754751545684,2009-04-28,2009,4,18,1,28,-0.0015915119363394423,0.4304124860646599,0.4228316610925306,-0.0075808249721293075,-0.017612929962702004,0,0.42849498327759195,0.43250836120401337,0.004013377926421424,0.009366219169528614,1,,0.43860646599777037,,,1
2009-04-29,0.4164994425863991,0.41386138613861384,0.4102058694699956,0.43004350812915043,2009-04-29,2009,4,18,2,29,-0.00743889479277371,0.4255072463768116,0.42845039018952064,0.002943143812709048,0.0069167889331377495,1,0.42905239687848384,0.4355183946488294,0.006465997770345566,0.015070415215922603,1,0.42331103678929766,0.4397101449275363,0.01639910813823864,0.03874009112217234,1
2009-04-30,0.4189520624303233,0.41672167216721673,0.41130091984231276,0.43164643920311424,2009-04-30,2009,4,18,3,30,0.0058886509635974445,0.4217614269788183,0.4321070234113712,0.010345596432552895,0.024529498836963277,1,0.42952062430323296,0.4390635451505016,0.009542920847268654,0.022217607973421885,1,0.42270903010033445,0.44118171683389074,0.018472686733556287,0.04370071471899145,1
2009-05-01,0.4254180602006689,0.423982398239824,0.4233464739378011,0.4362262422715823,2009-05-01,2009,5,18,4,1,0.015433741351782925,0.41984392419175026,0.4375027870680045,0.017658862876254233,0.042060541688794605,1,0.4281159420289855,0.4414938684503902,0.013377926421404673,0.03124837248059995,1,0.4223634336677815,0.4425529542920847,0.02018952062430318,0.0478012986327402,1
2009-05-05,0.4336677814938685,0.44224422442244227,0.4419623302671923,0.44721776963590565,2009-05-05,2009,5,19,1,5,0.01939203354297696,0.4201560758082497,0.4403121516164994,0.020156075808249685,0.04797282954786661,1,0.4270903010033445,0.4429208472686733,0.015830546265328815,0.037066040198381486,1,0.42209587513935337,0.44393534002229645,0.021839464882943083,0.0517405314035179,1
2009-05-06,0.44771460423634335,0.42926292629262924,0.4384581690757775,0.4469887794824823,2009-05-06,2009,5,19,2,6,0.03239074550128525,0.4228316610925306,0.44218506131549606,0.019353400222965444,0.045770934402024906,1,0.4266220735785953,0.44341137123745816,0.01678929765886289,0.0393540294763249,1,0.4224080267558528,0.4448940914158306,0.022486064659977767,0.05323304301926645,1
2009-05-07,0.43478260869565216,0.433003300330033,0.4283837056504599,0.44767574994275244,2009-05-07,2009,5,19,3,7,-0.028884462151394414,0.42845039018952064,0.4425863991081382,0.014136008918617549,0.03299333888426296,1,0.4269788182831661,0.4432775919732442,0.016298773690078094,0.03817232375979126,1,0.4241360089186176,0.44505016722408025,0.02091415830546267,0.04931002759889609,1
2009-05-08,0.4459308807134894,0.4327832783278328,0.4353920280332895,0.4517975727043737,2009-05-08,2009,5,19,4,8,0.025641025641025668,0.4321070234113712,0.4460200668896321,0.01391304347826089,0.03219814241486073,1,0.4269342251950947,0.44412486064659973,0.01719063545150501,0.04026530185920199,1,0.42600891861761425,0.446644370122631,0.020635451505016722,0.04843901290136864,1
2009-05-11,0.4394648829431438,0.4374037403740374,0.4323258869908016,0.4513395923975269,2009-05-11,2009,5,20,0,11,-0.014500000000000056,0.4375027870680045,0.44548494983277587,0.007982162764771372,0.01824482723473632,1,0.4286733556298774,0.4439464882943144,0.015273132664436972,0.03562883595131583,1,0.4276588628762541,0.44806020066889635,0.02040133779264225,0.047704700086025134,1
2009-05-12,0.4430323299888517,0.4429042904290429,0.44590451160753397,0.45523242500572475,2009-05-12,2009,5,20,1,12,0.008117706747843787,0.4403121516164994,0.4455295429208473,0.005217391304347896,0.011849301195057888,1,0.4302341137123745,0.44439241917502786,0.014158305462653342,0.03290837479270328,1,0.42903010033444816,0.45026755852842804,0.021237458193979875,0.04950109136264408,1
2009-05-13,0.44972129319955406,0.44422442244224425,0.4419623302671923,0.4607281886878864,2009-05-13,2009,5,20,2,13,0.01509813789632611,0.44218506131549606,0.4446376811594203,0.002452619843924253,0.005546591367487029,1,0.43250836120401337,0.4447045707915273,0.01219620958751394,0.02819878337972988,1,0.4305016722408027,0.4522408026755853,0.021739130434782594,0.05049720323182097,1
2009-05-14,0.4519509476031215,0.4429042904290429,0.44130530004380203,0.46164414930158004,2009-05-14,2009,5,20,3,14,0.004957858205255286,0.4425863991081382,0.44396878483835006,0.001382385730211877,0.0031234256926953494,1,0.4355183946488294,0.44390189520624307,0.008383500557413659,0.019249475247018002,1,0.4322853957636566,0.4540802675585285,0.021794871794871884,0.05041778419641036,1
2009-05-15,0.4432552954292085,0.433003300330033,0.43320192728865525,0.4515685825509503,2009-05-15,2009,5,20,4,15,-0.019240256536753715,0.4460200668896321,0.44222965440356743,-0.0037904124860646538,-0.008498300339932,0,0.4390635451505016,0.44329988851727986,0.00423634336677825,0.00964858825919178,1,0.4342920847268673,0.45667781493868453,0.022385730211817223,0.05154533319642687,1
2009-05-18,0.43968784838350056,0.4352035203520352,0.43276390713972845,0.4529425234714907,2009-05-18,2009,5,21,0,18,-0.008048289738430636,0.44548494983277587,0.44240802675585283,-0.0030769230769230327,-0.006906906906906808,0,0.4414938684503902,0.4436120401337793,0.002118171683389125,0.00479773748800577,1,0.43480490523968784,0.4593422519509476,0.024537346711259733,0.0564330034357212,1
2009-05-19,0.4385730211817168,0.4360836083608361,0.4314498466929479,0.4495076711701397,2009-05-19,2009,5,21,1,19,-0.0025354969574036914,0.4455295429208473,0.4432552954292085,-0.0022742474916387923,-0.005104594134721241,0,0.4429208472686733,0.44494983277591976,0.00202898550724645,0.004580921218223171,1,0.43500557413600893,0.4618952062430323,0.026889632107023387,0.06181445412608913,1
2009-05-20,0.4463768115942029,0.4382838283828383,0.4353920280332895,0.45637737577284176,2009-05-20,2009,5,21,2,20,0.01779359430604985,0.4446376811594203,0.4447714604236344,0.00013377926421409558,0.0003008725303380898,1,0.44341137123745816,0.44637681159420295,0.0029654403567447862,0.006687785990848478,1,0.4350167224080267,0.464860646599777,0.029843924191750304,0.0686040849798827,1
2009-05-21,0.4432552954292085,0.4382838283828383,0.4384581690757775,0.4566063659262652,2009-05-21,2009,5,21,3,21,-0.0069930069930069306,0.44396878483835006,0.4438350055741361,-0.00013377926421398456,-0.00030132583366799956,0,0.4432775919732442,0.4468227424749164,0.0035451505016722007,0.007997585634525335,1,0.4351282051282051,0.467335562987737,0.03220735785953188,0.0740180881863137,1
2009-05-22,0.44414715719063547,0.4396039603960396,0.43802014892685065,0.4579803068468056,2009-05-22,2009,5,21,4,22,0.002012072434607628,0.44222965440356743,0.4443701226309922,0.002140468227424752,0.004840173439548258,1,0.44412486064659973,0.4491638795986622,0.005039018952062491,0.011345951101963087,1,0.4355295429208472,0.46996655518394653,0.03443701226309931,0.07906929121765194,1
2009-05-25,0.4439241917502787,0.4382838283828383,0.43473499780989927,0.45569040531257154,2009-05-25,2009,5,22,0,25,-0.000502008032128572,0.44240802675585283,0.4448160535117057,0.002408026755852888,0.00544299969761123,1,0.4439464882943144,0.4521739130434783,0.008227424749163936,0.01853246948922719,1,0.4363099219620959,0.47317725752508355,0.03686733556298766,0.08449804532795034,1
2009-05-26,0.4461538461538462,0.4363036303630363,0.4351730179588261,0.4538584840851843,2009-05-26,2009,5,22,1,26,0.005022601707684661,0.4432552954292085,0.446644370122631,0.003389074693422478,0.00764587525150896,1,0.44439241917502786,0.4561426978818283,0.011750278706800454,0.026441222216647454,1,0.4373132664437013,0.47628762541806013,0.03897435897435886,0.0891222882198483,1
2009-05-27,0.44169453734671127,0.43454345434543457,0.43320192728865525,0.4529425234714907,2009-05-27,2009,5,22,2,27,-0.009995002498750658,0.4447714604236344,0.44798216276477143,0.0032107023411370172,0.00721876879887684,1,0.4447045707915273,0.4597770345596433,0.015072463768115996,0.033893206317372894,1,0.43860646599777037,0.47917502787068,0.040568561872909636,0.09249421752281205,1
2009-05-28,0.4459308807134894,0.43652365236523655,0.43495400788436267,0.45523242500572475,2009-05-28,2009,5,22,3,28,0.009591115598182712,0.4438350055741361,0.44981047937569685,0.005975473801560771,0.013463277403797878,1,0.44390189520624307,0.46425863991081384,0.020356744704570773,0.0458586568888442,1,0.4397101449275363,0.4819955406911928,0.04228539576365653,0.09616652299579104,1
2009-06-02,0.4463768115942029,0.44466446644664465,0.44130530004380203,0.4588962674604992,2009-06-02,2009,6,23,1,2,0.0009999999999999911,0.4443701226309922,0.4539576365663322,0.00958751393534002,0.02157551430005017,1,0.44329988851727986,0.4700557413600892,0.026755852842809347,0.06035610099587562,1,0.44118171683389074,0.4846934225195095,0.04351170568561874,0.09862536008490426,1
2009-06-03,0.45306577480490523,0.4464246424642464,0.4467805519053876,0.4657659720632013,2009-06-03,2009,6,23,2,3,0.014985014985014975,0.4448160535117057,0.45953177257525085,0.01471571906354513,0.03308270676691724,1,0.4436120401337793,0.47507246376811596,0.031460423634336654,0.07091877764374743,1,0.4425529542920847,0.48710144927536236,0.044548494983277676,0.10066251857823029,1
2009-06-04,0.4528428093645485,0.44972497249724974,0.4445904511607534,0.4666819326768949,2009-06-04,2009,6,23,3,4,-0.0004921259842519028,0.446644370122631,0.46564102564102566,0.01899665551839469,0.04253194888178923,1,0.44494983277591976,0.4788405797101449,0.03389074693422511,0.07616756865103208,1,0.44393534002229645,0.4890189520624304,0.04508361204013395,0.10155445619145717,1
2009-06-05,0.4508361204013378,0.4563256325632563,0.4533508541392904,0.46416304098923744,2009-06-05,2009,6,23,4,5,-0.004431314623338278,0.44798216276477143,0.47157190635451507,0.02358974358974364,0.052657774238503,1,0.44637681159420295,0.4833444816053512,0.03696767001114826,0.08281718281718277,1,0.4448940914158306,0.4908807134894092,0.04598662207357862,0.10336532437918164,1
2009-06-08,0.4666666666666667,0.46864686468646866,0.46780551905387646,0.48133730249599266,2009-06-08,2009,6,24,0,8,0.035113748763600384,0.44981047937569685,0.4787068004459309,0.028896321070234043,0.06424110240904117,1,0.4468227424749164,0.4878483835005574,0.041025641025641046,0.09181636726546911,1,0.44505016722408025,0.49317725752508357,0.04812709030100332,0.10813857368302392,1
2009-06-09,0.474247491638796,0.4756875687568757,0.47109067017082784,0.4875200366384245,2009-06-09,2009,6,24,1,9,0.016244624940277088,0.4539576365663322,0.4861538461538462,0.03219620958751401,0.07092337917485282,1,0.4491638795986622,0.4907692307692308,0.04160535117056857,0.09262844378257634,1,0.446644370122631,0.4948049052396879,0.048160535117056924,0.10782747603833881,1
2009-06-10,0.4836120401337793,0.4737073707370737,0.4741568112133158,0.492328829860316,2009-06-10,2009,6,24,2,10,0.019746121297602313,0.45953177257525085,0.490613154960981,0.03108138238573016,0.06763706938379416,1,0.4521739130434783,0.4941806020066889,0.04200668896321058,0.09289940828402339,1,0.44806020066889635,0.4959531772575251,0.04789297658862873,0.10688960214973495,1
2009-06-11,0.48249721293199554,0.4800880088008801,0.4754708716600964,0.49370277078085645,2009-06-11,2009,6,24,3,11,-0.0023052097740894786,0.46564102564102566,0.4920401337792642,0.026399108138238536,0.05669411990040214,1,0.4561426978818283,0.4964325529542921,0.0402898550724638,0.08832730472186927,1,0.45026755852842804,0.49683389074693424,0.0465663322185062,0.1034192478149993,1
2009-06-12,0.48651059085841697,0.4954895489548955,0.5032851511169514,0.5012594458438288,2009-06-12,2009,6,24,4,12,0.008317929759704292,0.47157190635451507,0.49511705685618723,0.023545150501672163,0.04992907801418423,1,0.4597770345596433,0.49857302118171687,0.038795986622073564,0.08438000096988503,1,0.4522408026755853,0.49760312151616504,0.04536231884057973,0.10030567470295325,1
2009-06-15,0.5039018952062431,0.4924092409240924,0.5006570302233903,0.507671170139684,2009-06-15,2009,6,25,0,15,0.035747021081576555,0.4787068004459309,0.4969899665551839,0.018283166109253013,0.038192827200745114,1,0.46425863991081384,0.4997324414715719,0.03547380156075808,0.07640956680434155,1,0.4540802675585285,0.49794871794871787,0.043868450390189384,0.09660946208047894,1
2009-06-16,0.4965440356744705,0.4891089108910891,0.4894875164257556,0.5049232882986031,2009-06-16,2009,6,25,1,16,-0.014601769911504458,0.4861538461538462,0.4953846153846154,0.009230769230769209,0.01898734177215185,1,0.4700557413600892,0.49933110367892974,0.029275362318840537,0.06228061853714059,1,0.45667781493868453,0.4977926421404682,0.041114827201783666,0.09003027048139817,1
2009-06-17,0.4907469342251951,0.4926292629262926,0.4905825667980727,0.5060682390657202,2009-06-17,2009,6,25,2,17,-0.011674898967220482,0.490613154960981,0.4977480490523968,0.007134894091415767,0.014542810398109306,1,0.47507246376811596,0.49913043478260866,0.024057971014492696,0.05064063453325186,1,0.4593422519509476,0.49819397993311043,0.038851727982162854,0.0845812198140914,1
2009-06-18,0.49788182831661093,0.4897689768976898,0.489706526500219,0.5090451110602244,2009-06-18,2009,6,25,3,18,0.014538845979100391,0.4920401337792642,0.5008249721293199,0.008784838350055668,0.017853906108392093,1,0.4788405797101449,0.49919732441471576,0.020356744704570884,0.04251257217358932,1,0.4618952062430323,0.4990078037904125,0.037112597547380166,0.08034852288086505,1
2009-06-19,0.4958751393534002,0.48756875687568757,0.4868593955321945,0.506526219372567,2009-06-19,2009,6,25,4,19,-0.004030452306314395,0.49511705685618723,0.5020289855072464,0.006911928651059163,0.013960190939385908,1,0.4833444816053512,0.4984169453734671,0.015072463768115885,0.031183688532152292,1,0.464860646599777,0.49952062430323296,0.03465997770345597,0.0745599309319392,1
2009-06-22,0.4958751393534002,0.5018701870187019,0.4989049496276829,0.5101900618273414,2009-06-22,2009,6,26,0,22,0.0,0.4969899665551839,0.5024749163879598,0.0054849498327759205,0.01103633916554509,1,0.4878483835005574,0.4985061315496099,0.010657748049052451,0.021846435100548556,1,0.467335562987737,0.5010479375696766,0.0337123745819396,0.07213740458015222,1
2009-06-23,0.5083612040133779,0.5045104510451045,0.5024091108190977,0.5225555301122051,2009-06-23,2009,6,26,1,23,0.025179856115107913,0.4953846153846154,0.5032775919732442,0.007892976588628753,0.015933027275182265,1,0.4907692307692308,0.4988405797101449,0.008071348940914103,0.01644632229339864,1,0.46996655518394653,0.5030880713489408,0.033121516164994314,0.07047632602713705,1
2009-06-24,0.5061315496098104,0.4961496149614962,0.49452474813841435,0.507671170139684,2009-06-24,2009,6,26,2,24,-0.004385964912280772,0.4977480490523968,0.5005128205128205,0.002764771460423754,0.005554560114675031,1,0.4941806020066889,0.4977257525083612,0.0035451505016723117,0.007173795343800903,1,0.47317725752508355,0.5042920847268674,0.031114827201783823,0.06575723306003226,1
2009-06-25,0.5039018952062431,0.49372937293729374,0.4938677179150241,0.5129379436684223,2009-06-25,2009,6,26,3,25,-0.004405286343612186,0.5008249721293199,0.49756967670011154,-0.003255295429208327,-0.006499866441100235,0,0.4964325529542921,0.4972352285395763,0.0008026755852841849,0.0016168874915785175,1,0.47628762541806013,0.5058528428093646,0.029565217391304466,0.0620742925356368,1
2009-06-26,0.49810479375696765,0.49284928492849284,0.4918966272448533,0.5129379436684223,2009-06-26,2009,6,26,4,26,-0.011504424778761178,0.5020289855072464,0.4948049052396878,-0.007224080267558608,-0.014389767276603462,0,0.49857302118171687,0.4966332218506132,-0.0019397993311036643,-0.0038907025624971754,0,0.47917502787068,0.5075919732441471,0.028416945373467062,0.059303894653575814,1
2009-06-29,0.49988851727982164,0.49020902090209023,0.4916776171703898,0.5101900618273414,2009-06-29,2009,6,27,0,29,0.003581020590868477,0.5024749163879598,0.49453734671125976,-0.007937569676700063,-0.015796947106851165,0,0.4997324414715719,0.496164994425864,-0.003567447045707939,-0.007138714139115739,0,0.4819955406911928,0.5101114827201784,0.02811594202898554,0.05833236960795659,1
2009-06-30,0.49453734671125976,0.4847084708470847,0.48423127463863336,0.5049232882986031,2009-06-30,2009,6,27,1,30,-0.010704727921498677,0.5032775919732442,0.49440356744704567,-0.00887402452619851,-0.017632465000886194,0,0.49933110367892974,0.49625418060200677,-0.003076923076922977,-0.006162089752176626,0,0.4846934225195095,0.5129542920847269,0.028260869565217395,0.05830669089403594,1
2009-07-01,0.4914158305462653,0.48404840484048406,0.48138414367060883,0.5035493473780628,2009-07-01,2009,7,27,2,1,-0.006311992786294014,0.5005128205128205,0.4949386845039019,-0.005574136008918651,-0.01113684960798296,0,0.49913043478260866,0.4972575250836121,-0.001872909698996561,-0.003752345215759661,0,0.48710144927536236,0.5168784838350056,0.0297770345596432,0.06113107362735438,1
2009-07-02,0.49007803790412485,0.4869086908690869,0.482479194042926,0.504236317838333,2009-07-02,2009,7,27,3,2,-0.0027223230490017905,0.49756967670011154,0.49690078037904123,-0.0006688963210703114,-0.001344326940312039,0,0.49919732441471576,0.4988182831661092,-0.00037904124860654864,-0.0007593014426729066,0,0.4890189520624304,0.5213712374581939,0.032352285395763514,0.06615752878148835,1
2009-07-03,0.4967670011148272,0.49306930693069306,0.489706526500219,0.509961071673918,2009-07-03,2009,7,27,4,3,0.013648771610555041,0.4948049052396878,0.49846153846153846,0.003656633221850669,0.007390050468637461,1,0.4984169453734671,0.5006243032329989,0.0022073578595318,0.004428737586114397,1,0.4908807134894092,0.5270234113712374,0.03614269788182822,0.07362827034883701,1
2009-07-06,0.4992196209587514,0.4913091309130913,0.4908015768725361,0.5129379436684223,2009-07-06,2009,7,28,0,6,0.004937163375224428,0.49453734671125976,0.4977926421404682,0.003255295429208438,0.006582506762849344,1,0.4985061315496099,0.5035897435897436,0.005083612040133745,0.010197692101261223,1,0.49317725752508357,0.5331995540691193,0.040022296544035774,0.08115195081151971,1
2009-07-07,0.4972129319955407,0.49284928492849284,0.4888304862023653,0.512250973208152,2009-07-07,2009,7,28,1,7,-0.0040196516301920695,0.49440356744704567,0.4981047937569677,0.0037012263099220344,0.007486245151979943,1,0.4988405797101449,0.507335562987737,0.008494983277592072,0.017029455146828965,1,0.4948049052396879,0.5400557413600892,0.04525083612040126,0.091451874549387,1
2009-07-08,0.501226309921962,0.49372937293729374,0.49014454664914586,0.5143118845889627,2009-07-08,2009,7,28,2,8,0.008071748878923694,0.4949386845039019,0.4995763656633222,0.004637681159420315,0.009370213532750749,1,0.4977257525083612,0.5108584169453735,0.013132664437012276,0.026385342471890005,1,0.4959531772575251,0.5503010033444816,0.05434782608695654,0.1095825746847394,1
2009-07-09,0.49788182831661093,0.4893289328932893,0.4879544459045116,0.5081291504465308,2009-07-09,2009,7,28,3,9,-0.006672597864768569,0.49690078037904123,0.5007357859531772,0.003835005574136019,0.0077178497711568005,1,0.4972352285395763,0.5144704570791527,0.01723522853957643,0.0346621227747636,1,0.49683389074693424,0.5624972129319955,0.06566332218506127,0.13216353273796158,1
2009-07-10,0.493422519509476,0.4926292629262926,0.48751642575558474,0.5090451110602244,2009-07-10,2009,7,28,4,10,-0.008956560680698642,0.49846153846153846,0.5027870680044593,0.004325529542920814,0.008677759885489288,1,0.4966332218506132,0.5185507246376811,0.021917502787067944,0.044132172039148654,1,0.49760312151616504,0.5737681159420289,0.07616499442586389,0.15306373921810215,1
2009-07-13,0.5007803790412486,0.49636963696369635,0.492772667542707,0.5145408747423861,2009-07-13,2009,7,29,0,13,0.014911884319927736,0.4977926421404682,0.509386845039019,0.011594202898550787,0.023291229956105115,1,0.496164994425864,0.5240579710144927,0.027892976588628715,0.056217139262121865,1,0.49794871794871787,0.5854626532887404,0.0875139353400225,0.17574889177450453,1
2009-07-14,0.5045707915273132,0.49724972497249725,0.4973718791064389,0.5182047171971605,2009-07-14,2009,7,29,1,14,0.0075690115761352286,0.4981047937569677,0.5165663322185061,0.018461538461538418,0.03706356311548782,1,0.49625418060200677,0.5296544035674471,0.03340022296544032,0.06730466819427587,1,0.4977926421404682,0.5967335562987738,0.09894091415830558,0.19875929409656928,1
2009-07-15,0.5070234113712374,0.5005500550055005,0.49627682873412177,0.5202656285779711,2009-07-15,2009,7,29,2,15,0.004860804242156441,0.4995763656633222,0.5221404682274248,0.022564102564102573,0.045166473266089455,1,0.4972575250836121,0.536499442586399,0.03924191750278694,0.07891668908618034,1,0.49819397993311043,0.6063322185061315,0.10813823857302107,0.21706050841389163,1
2009-07-16,0.5081382385730212,0.5163916391639164,0.5109505037231713,0.524158461186169,2009-07-16,2009,7,29,3,16,0.0021987686895340057,0.5007357859531772,0.5282051282051282,0.027469342251950968,0.05485795707542973,1,0.4988182831661092,0.5439241917502787,0.04510590858416952,0.09042553191489375,1,0.4990078037904125,0.614314381270903,0.1153065774804905,0.23107169187462295,1
2009-07-17,0.5264214046822743,0.5225522552255225,0.5225580376697329,0.5378978703915731,2009-07-17,2009,7,29,4,17,0.03598069328652918,0.5027870680044593,0.534314381270903,0.03152731326644376,0.06270509977827063,1,0.5006243032329989,0.553422519509476,0.05279821627647707,0.10546474858593492,1,0.49952062430323296,0.6225418060200669,0.12302118171683396,0.24627848327270307,1
2009-07-20,0.5366778149386845,0.5238723872387239,0.5258431887866842,0.545225555301122,2009-07-20,2009,7,30,0,20,0.01948326980093174,0.509386845039019,0.5387290969899665,0.02934225195094753,0.05760308150223219,1,0.5035897435897436,0.562809364548495,0.05921962095875133,0.117594970335606,1,0.5010479375696766,0.6295875139353401,0.1285395763656635,0.2565414738341051,1
2009-07-21,0.5324414715719064,0.5287128712871287,0.5232150678931231,0.5468284863750859,2009-07-21,2009,7,30,1,21,-0.007893643539675926,0.5165663322185061,0.5427424749163878,0.02617614269788171,0.05067334254143624,1,0.507335562987737,0.5727759197324415,0.0654403567447045,0.1289883097477365,1,0.5030880713489408,0.6361092530657748,0.13302118171683397,0.2644093336583422,1
